delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,duration_hours,data_anomaly_flag,cost_per_km,dispatch_hour,dispatch_month,high_override_flag
DL00048,O00358,D045,V093,H05,2024-03-20 13:40:00,2024-03-20 18:11:50.892104,Delayed,7.37,0,0,3.33,14.67,4.530803362222223,False,1.9905020352781546,13,3,False
DL00049,O01076,D091,V018,H02,2024-09-29 01:23:00,2024-09-29 07:46:30.295652,OnTime,12.55,0,0,3.52,6.93,6.391748792222223,False,0.5521912350597609,1,9,False
DL00050,O00534,D065,V046,H06,2025-09-05 05:03:00,2025-09-05 03:24:00.000000,OnTime,26.85,0,0,5.0,14.34,-1.65,True,0.5340782122905028,5,9,False
DL00051,O00785,D150,V055,H07,2025-12-31 17:27:00,2025-12-31 18:05:52.415764,OnTime,8.02,0,0,4.31,14.59,0.6478932677777778,False,1.819201995012469,17,12,False
DL00052,O00554,D168,V020,H08,2025-05-06 10:37:00,2025-05-06 20:57:25.303009,Delayed,26.380000000000003,1,1,2.52,24.54,10.340361946944446,False,0.9302501895375284,10,5,False
DL00053,O00302,D018,V099,H01,2025-07-10 18:38:00,2025-07-11 17:06:29.590655,OnTime,14.14,0,0,3.63,10.32,22.474886293055558,False,0.7298444130127298,18,7,False
DL00054,O01044,D117,V079,H01,2025-02-14 07:41:00,2025-02-14 20:37:54.180405,Delayed,29.8,1,0,4.7,22.28,12.948383445833333,False,0.7476510067114094,7,2,False
DL00055,O00819,D069,V018,H04,2025-04-28 21:37:00,2025-04-29 04:45:04.624638,Delayed,35.07,5,1,2.78,22.2,7.134617955,False,0.6330196749358425,21,4,True
DL00056,O00698,D137,V081,H08,2024-10-22 21:45:00,2024-10-22 22:00:19.303026,OnTime,13.46,2,0,4.01,6.52,0.2553619516666667,False,0.4843982169390787,21,10,False
DL00057,O00921,D141,V077,H04,2024-12-09 10:53:00,2024-12-09 20:18:39.821307,Failed,10.91,0,0,1.22,6.59,9.427728140833333,False,0.6040329972502291,10,12,False
DL00058,O01062,D125,V082,H02,2024-10-26 18:46:00,2024-10-26 22:22:57.920354,OnTime,15.33,0,0,5.0,7.95,3.616088987222222,False,0.5185909980430529,18,10,False
DL00059,O00521,D027,V088,H05,2025-11-26 14:07:00,2025-11-26 18:49:47.422787,Delayed,36.28,3,0,3.11,17.45,4.713172996388889,False,0.4809812568908489,14,11,True
DL00060,O00236,D005,V026,H02,2024-11-26 16:01:00,,Delayed,13.92,1,1,2.35,9.48,,False,0.6810344827586208,16,11,False
DL00061,O00635,D083,V059,H08,2024-12-06 06:18:00,2024-12-06 05:02:21.529834,OnTime,10.51,1,0,3.8,10.6,-1.2606861572222223,True,1.0085632730732637,6,12,False
DL00062,O00567,D061,V007,H02,2024-02-24 16:31:00,2024-02-25 15:31:54.277282,OnTime,1.2,0,0,5.0,7.32,23.015077022777778,False,6.1000000000000005,16,2,False
DL00063,O00931,D154,V094,H03,2024-03-07 11:20:00,2024-03-07 15:02:37.855092,OnTime,15.95,0,0,5.0,14.6,3.710515303333333,False,0.9153605015673981,11,3,False
DL00064,O01236,D075,V004,H03,2025-05-30 00:35:00,2025-05-30 23:36:22.924966,Delayed,10.36,0,0,2.34,7.13,23.02303471277778,False,0.6882239382239382,0,5,False
DL00065,O01234,D050,V065,H01,2024-02-24 01:55:00,2024-02-24 01:52:27.078194,OnTime,1.67,1,0,4.63,6.2,-0.04247827944444445,True,3.7125748502994016,1,2,False
DL00066,O00568,D118,V083,H01,2025-12-19 20:41:00,2025-12-20 00:15:32.806881,OnTime,22.39,0,0,4.03,18.25,3.5757796891666667,False,0.8150960250111656,20,12,False
DL00067,O00842,D152,V023,H01,2025-07-04 04:43:00,2025-07-04 14:29:14.573095,OnTime,12.34,1,0,4.61,11.04,9.77071474861111,False,0.8946515397082657,4,7,False
DL00068,O00828,D104,V046,H08,2024-02-19 15:15:00,2024-02-21 03:47:37.311854,Failed,19.75,1,0,3.73,16.14,36.543697737222224,False,0.8172151898734178,15,2,False
DL00069,O01039,D010,V074,H07,2025-05-01 11:46:00,2025-05-01 19:43:03.174703,Failed,16.76,1,0,4.17,10.73,7.950881861944445,False,0.6402147971360381,11,5,False
DL00070,O00370,D018,V036,H07,2024-11-21 18:37:00,2024-11-21 21:57:39.434015,OnTime,16.35,0,0,4.64,18.11,3.344287226388889,False,1.1076452599388378,18,11,False
DL00071,O00796,D093,V080,H02,2025-01-28 06:57:00,2025-01-28 22:41:11.982767,Delayed,20.37,1,0,3.57,18.14,15.736661879722222,False,0.8905252822778595,6,1,False
DL00072,O00402,D110,V027,H05,2025-11-20 06:20:00,2025-11-20 19:21:38.642714,Delayed,28.51,0,0,3.28,15.11,13.02740075388889,False,0.5299894773763592,6,11,False
DL00073,O00421,D141,V092,H08,2025-07-23 07:06:00,2025-07-24 05:47:40.524208,OnTime,19.34,3,0,4.68,17.54,22.694590057777777,False,0.9069286452947259,7,7,True
DL00074,O01195,D030,V092,H04,2025-01-04 08:41:00,2025-01-05 00:01:18.848212,Failed,17.61,1,0,4.42,14.79,15.338568947777777,False,0.8398637137989778,8,1,False
DL00075,O01239,D169,V047,H02,2024-08-06 04:24:00,2024-08-06 05:22:04.347228,OnTime,13.25,3,0,3.24,11.94,0.9678742300000001,False,0.901132075471698,4,8,True
DL00076,O00815,D120,V004,H01,2024-02-25 17:02:00,2024-02-26 17:44:41.639612,OnTime,27.51,3,0,5.0,15.16,24.71156655888889,False,0.5510723373318793,17,2,True
DL00077,O01040,D094,V067,H04,2025-12-27 22:16:00,2025-12-28 11:51:46.015071,Delayed,32.97,3,0,2.81,18.07,13.5961152975,False,0.5480740066727328,22,12,True
DL00078,O00173,D144,V088,H02,2025-02-18 08:26:00,2025-02-19 03:34:49.179226,Failed,10.92,1,0,2.87,9.05,19.14699422944444,False,0.8287545787545788,8,2,False
DL00079,O00920,D009,V102,H08,2024-08-01 12:06:00,2024-08-01 23:56:00.561663,OnTime,7.18,0,0,4.91,12.79,11.833489350833334,False,1.7813370473537604,12,8,False
DL00080,O01137,D030,V022,H04,2025-10-14 08:21:00,2025-10-14 08:32:00.000000,OnTime,16.29,0,0,4.42,14.17,0.18333333333333332,False,0.8698588090853284,8,10,False
DL00081,O00716,D166,V056,H04,2024-10-22 06:38:00,2024-10-22 19:18:42.594052,Delayed,9.77,1,1,3.58,12.68,12.678498347777778,False,1.2978505629477994,6,10,False
DL00082,O00669,D008,V048,H03,2025-07-15 15:38:00,2025-07-16 00:44:17.490179,OnTime,3.98,1,0,4.76,5.86,9.104858383055555,False,1.4723618090452262,15,7,False
DL00083,O00451,D053,V043,H05,2025-02-15 18:28:00,2025-02-16 13:33:28.440507,Delayed,2.13,0,0,1.44,11.27,19.091233474166668,False,5.291079812206573,18,2,False
DL00084,O00784,D063,V117,H05,2025-03-07 03:24:00,2025-03-08 07:43:35.335286,Failed,6.83,0,0,3.63,9.07,28.32648202388889,False,1.32796486090776,3,3,False
DL00085,O00160,D127,V032,H06,2024-08-20 19:18:00,,OnTime,9.49,5,0,3.85,16.32,,False,1.719704952581665,19,8,True
DL00086,O01013,D159,V063,H02,2025-08-22 17:32:00,2025-08-22 19:39:11.266878,OnTime,17.4,0,0,3.75,12.23,2.119796355,False,0.7028735632183909,17,8,False
DL00087,O00630,D034,V099,H07,2025-03-28 15:08:00,2025-03-28 15:28:40.004969,OnTime,17.98,0,0,4.11,13.23,0.34444582472222224,False,0.735817575083426,15,3,False
DL00088,O00657,D088,V043,H04,2024-02-28 23:43:00,2024-02-29 03:16:11.448581,OnTime,5.99,0,0,4.43,2.5,3.553180161388889,False,0.41736227045075125,23,2,False
DL00089,O00241,D010,V112,H03,2025-04-01 15:27:00,2025-04-01 20:28:34.310529,Failed,8.27,0,0,2.56,6.94,5.026197369166666,False,0.8391777509068925,15,4,False
DL00090,O01097,D027,V065,H04,2024-07-14 23:21:00,2024-07-15 09:00:31.809183,OnTime,33.86,3,0,4.76,24.2,9.658835884166667,False,0.7147076196101595,23,7,True
DL00091,O00941,D116,V044,H04,2024-08-12 15:04:00,2024-08-12 14:48:31.759538,OnTime,14.47,0,0,5.0,10.57,-0.2578445727777778,True,0.7304768486523843,15,8,False
DL00092,O00736,D105,V016,H01,2024-01-25 00:39:00,2024-01-25 10:47:51.400345,OnTime,7.66,1,0,4.72,8.17,10.147611206944445,False,1.066579634464752,0,1,False
DL00093,O00579,D028,V032,H05,2025-09-05 12:14:00,2025-09-05 12:49:10.392527,OnTime,19.68,3,0,3.69,18.64,0.5862201463888889,False,0.9471544715447154,12,9,True
DL00094,O01026,D034,V012,H04,2025-05-26 22:56:00,2025-05-27 09:41:42.033675,Delayed,4.66,0,0,3.72,16.6,10.761676020833333,False,3.5622317596566524,22,5,False
DL00095,O00416,D031,V005,H08,2024-01-07 23:00:00,2024-01-07 21:37:11.579245,OnTime,28.69,1,0,5.0,13.48,-1.380116876388889,True,0.46985012199372606,23,1,False
DL00096,O00961,D077,V110,H01,2025-03-18 16:23:00,,Delayed,1.2,0,0,3.24,2.61,,False,2.175,16,3,False
DL00097,O00794,D170,V109,H07,2024-07-16 22:51:00,2024-07-18 01:52:17.414330,Failed,10.54,1,0,3.58,3.56,27.021503980555554,False,0.3377609108159393,22,7,False
DL00098,O00631,D004,V072,H07,2025-07-05 09:16:00,2025-07-05 15:47:44.173074,Failed,3.86,1,0,4.43,15.58,6.528936965,False,4.036269430051814,9,7,False
DL00099,O00835,D127,V093,H01,2024-05-26 18:57:00,2024-05-26 21:53:38.872935,OnTime,5.6,2,0,4.75,13.26,2.944131370833333,False,2.367857142857143,18,5,False
DL00100,O00205,D120,V097,H05,2025-02-05 16:42:00,2025-02-06 07:09:53.748167,Failed,8.64,0,0,3.14,13.47,14.464930046388888,False,1.5590277777777777,16,2,False
DL00101,O00354,D141,V115,H06,2025-12-02 18:06:00,2025-12-02 19:18:47.006775,OnTime,21.63,0,0,4.12,14.3,1.2130574375,False,0.6611188164586224,18,12,False
DL00102,O00578,D031,V022,H02,2024-03-04 09:56:00,2024-03-04 13:51:57.810092,Delayed,9.18,0,0,3.08,11.31,3.9327250255555555,False,1.2320261437908497,9,3,False
DL00103,O00269,D004,V036,H04,2024-12-01 01:20:00,2024-12-01 21:58:15.862002,Failed,6.26,2,0,2.24,9.31,20.637739444999998,False,1.487220447284345,1,12,False
DL00104,O00390,D102,V111,H06,2024-03-06 12:50:00,2024-03-06 20:08:19.088413,OnTime,8.75,0,0,4.45,7.5,7.305302336944445,False,0.8571428571428571,12,3,False
DL00105,O00596,D020,V043,H01,2025-10-02 04:09:00,2025-10-02 10:54:51.626370,OnTime,18.52,0,0,3.73,20.45,6.764340658333333,False,1.1042116630669547,4,10,False
DL00106,O00039,D040,V015,H05,2025-08-01 08:30:00,2025-08-01 12:18:45.005907,OnTime,18.02,0,0,4.92,15.57,3.8125016408333336,False,0.8640399556048834,8,8,False
DL00107,O00175,D120,V074,H05,2025-12-19 20:22:00,2025-12-19 21:26:01.755844,OnTime,6.47,1,0,4.69,8.8,1.0671544011111112,False,1.360123647604328,20,12,False
DL00108,O00620,D084,V009,H06,2024-11-08 01:38:00,2024-11-08 03:02:54.779512,OnTime,13.73,1,0,4.73,17.52,1.4152165311111111,False,1.2760378732702111,1,11,False
DL00109,O00019,D014,V083,H05,2024-03-31 09:02:00,2024-03-31 12:20:28.945640,OnTime,16.7,1,0,3.52,16.91,3.3080404555555556,False,1.0125748502994012,9,3,False
DL00110,O00045,D024,V042,H03,2024-02-13 21:24:00,2024-02-14 01:15:37.449725,OnTime,14.39,1,0,4.74,8.64,3.860402701388889,False,0.600416956219597,21,2,False
DL00111,O00105,D081,V090,H06,2024-07-09 23:17:00,2024-07-09 22:43:25.075981,OnTime,18.8,0,0,5.0,20.02,-0.5597011163888889,True,1.0648936170212766,23,7,False
DL00112,O00848,D068,V049,H05,2025-06-03 14:51:00,2025-06-03 20:37:51.660691,OnTime,10.88,3,0,3.68,8.03,5.781016858611111,False,0.7380514705882352,14,6,True
DL00113,O00607,D072,V083,H05,2025-08-30 19:15:00,2025-08-31 06:58:55.972500,OnTime,7.42,0,0,2.94,15.7,11.732214583333334,False,2.115902964959569,19,8,False
DL00114,O01196,D074,V114,H02,2024-04-12 03:31:00,2024-04-12 20:47:55.665668,Delayed,16.99,0,0,2.62,19.44,17.282129352222224,False,1.144202472042378,3,4,False
DL00115,O01132,D030,V116,H04,2025-05-04 01:04:00,2025-05-04 01:53:19.398895,OnTime,18.75,1,0,4.35,8.08,0.822055248611111,False,0.43093333333333333,1,5,False
DL00116,O00121,D023,V047,H06,2025-10-14 13:45:00,2025-10-15 08:06:51.715228,Delayed,19.9,0,0,2.92,21.64,18.36436534111111,False,1.0874371859296483,13,10,False
DL00117,O00559,D080,V119,H06,2025-04-24 08:49:00,2025-04-24 23:39:56.698972,Delayed,11.84,0,1,2.46,17.91,14.849083047777777,False,1.5126689189189189,8,4,False
DL00118,O00660,D143,V004,H01,2024-06-05 01:27:00,2024-06-05 16:05:09.661481,Failed,11.45,3,0,2.16,8.94,14.636017078055556,False,0.7807860262008733,1,6,True
DL00119,O01011,D076,V037,H03,2024-02-28 07:57:00,2024-02-29 14:55:52.373220,Failed,32.37,3,0,1.71,25.09,30.981214783333332,False,0.7751004016064258,7,2,True
DL00120,O00007,D128,V047,H06,2024-05-05 22:10:00,2024-05-06 07:05:17.555250,Delayed,9.07,1,1,3.93,9.76,8.921543125,False,1.076074972436604,22,5,False
DL00121,O00091,D078,V100,H05,2024-03-14 02:36:00,2024-03-14 09:52:56.769516,OnTime,18.81,0,0,3.92,11.62,7.282435976666667,False,0.6177565124933546,2,3,False
DL00122,O00434,D122,V092,H01,2025-10-25 21:25:00,2025-10-25 20:15:00.000000,OnTime,29.52,4,0,4.63,10.56,-1.1666666666666667,True,0.35772357723577236,21,10,True
DL00123,O00284,D030,V025,H04,2024-04-02 13:26:00,2024-04-03 09:11:28.202168,OnTime,13.45,2,0,4.75,12.86,19.757833935555556,False,0.9561338289962825,13,4,False
DL00124,O00210,D113,V040,H05,2024-05-14 20:07:00,2024-05-15 00:02:59.084441,OnTime,14.23,2,0,4.78,19.49,3.933079011388889,False,1.36964160224877,20,5,False
DL00125,O00472,D021,V109,H05,2024-02-22 10:05:00,2024-02-22 12:39:44.134262,OnTime,14.25,3,0,3.68,12.59,2.5789261838888886,False,0.8835087719298246,10,2,True
DL00126,O00547,D159,V001,H07,2024-04-09 14:36:00,2024-04-10 19:11:28.149157,Delayed,17.68,0,0,2.6,10.92,28.591152543611113,False,0.6176470588235294,14,4,False
DL00127,O01072,D026,V099,H02,2024-10-05 00:19:00,2024-10-05 18:08:10.081712,Delayed,16.56,2,0,2.12,11.9,17.819467142222223,False,0.7185990338164252,0,10,False
DL00128,O00868,D089,V099,H07,2024-05-18 16:31:00,2024-05-18 18:54:46.916689,OnTime,9.43,0,0,4.47,10.47,2.3963657469444444,False,1.110286320254507,16,5,False
DL00129,O00425,D030,V078,H08,2024-11-27 08:41:00,2024-11-27 12:07:10.344970,OnTime,21.27,3,0,5.0,11.59,3.436206936111111,False,0.5448989186647861,8,11,True
DL00130,O00400,D113,V042,H03,2025-06-20 08:41:00,2025-06-20 12:30:11.038552,OnTime,17.1,0,0,3.87,13.53,3.819732931111111,False,0.7912280701754385,8,6,False
DL00131,O00890,D037,V096,H07,2025-07-05 10:26:00,2025-07-06 08:48:04.879458,OnTime,16.59,0,0,4.33,3.25,22.368022071666665,False,0.19590114526823388,10,7,False
DL00132,O00688,D058,V061,H03,2024-04-25 08:29:00,2024-04-25 16:02:10.123558,OnTime,19.79,0,0,4.62,5.66,7.552812099444444,False,0.28600303183425974,8,4,False
DL00133,O00761,D083,V070,H03,2025-08-12 05:33:00,2025-08-12 17:33:17.788692,OnTime,17.73,1,0,3.29,10.88,12.004941303333334,False,0.613649182177101,5,8,False
DL00134,O00334,D135,V071,H03,2024-05-23 12:01:00,2024-05-23 14:46:57.080638,OnTime,13.27,0,0,3.88,7.63,2.7658557327777777,False,0.5749811605124341,12,5,False
DL00135,O00225,D069,V075,H03,2025-07-28 04:31:00,2025-07-29 01:14:21.599308,Failed,10.34,2,0,3.6,9.3,20.722666474444445,False,0.8994197292069633,4,7,False
DL00136,O00527,D032,V106,H06,2024-04-05 06:41:00,2024-04-05 11:08:14.223396,OnTime,4.06,1,0,4.45,5.7,4.453950943333333,False,1.4039408866995076,6,4,False
DL00137,O01216,D053,V109,H07,2025-08-28 20:12:00,2025-08-29 00:36:58.972872,Delayed,13.46,2,0,2.72,11.11,4.416381353333334,False,0.825408618127786,20,8,False
DL00138,O00705,D019,V071,H04,2025-09-09 22:58:00,2025-09-10 05:00:03.368430,OnTime,11.23,2,0,4.75,15.22,6.034269008333333,False,1.3552983081032948,22,9,False
DL00139,O01215,D140,V084,H05,2025-08-05 03:23:00,2025-08-05 12:37:39.102460,OnTime,12.23,0,0,3.57,13.59,9.244195127777779,False,1.1112019623875715,3,8,False
DL00140,O00656,D079,V050,H06,2025-01-08 00:27:00,2025-01-08 08:59:38.123736,Delayed,15.69,0,1,2.23,11.96,8.54392326,False,0.7622689611217337,0,1,False
DL00141,O00021,D166,V094,H04,2024-10-16 12:41:00,2024-10-16 12:59:34.243920,OnTime,10.45,1,0,4.77,7.89,0.30951219999999996,False,0.7550239234449762,12,10,False
DL00142,O00612,D158,V016,H08,2025-05-19 20:32:00,2025-05-20 00:33:51.964249,OnTime,4.04,2,0,3.27,15.78,4.031101180277778,False,3.905940594059406,20,5,False
DL00143,O00757,D026,V051,H04,2025-02-22 08:56:00,2025-02-23 01:28:41.984786,Delayed,22.37,0,0,3.64,19.33,16.54499577388889,False,0.8641037103263298,8,2,False
DL00144,O00170,D016,V016,H06,2024-06-24 09:02:00,2024-06-24 11:42:51.153127,OnTime,25.98,4,0,4.84,27.38,2.680875868611111,False,1.0538876058506543,9,6,True
DL00145,O00668,D155,V081,H06,2025-07-11 00:42:00,2025-07-11 05:33:45.592088,OnTime,29.37,2,0,3.95,18.72,4.862664468888889,False,0.637385086823289,0,7,False
DL00146,O00058,D052,V094,H03,2025-12-16 06:56:00,2025-12-16 09:52:51.274465,OnTime,22.04,0,0,4.37,6.16,2.947576240277778,False,0.279491833030853,6,12,False
DL00147,O01116,D123,V017,H06,2024-11-13 14:46:00,2024-11-13 19:29:47.090691,OnTime,1.21,1,0,4.08,14.96,4.729747414166667,False,12.363636363636365,14,11,False
DL00148,O00817,D087,V120,H05,2025-12-31 09:02:00,2025-12-31 11:10:07.314150,OnTime,16.75,1,0,4.04,15.84,2.1353650416666667,False,0.9456716417910448,9,12,False
